Rattings,Review
3,Build quality is good. But the diffuser cloth is too thick to pass enough light. Doesn't solve the purpose efficiently.
4,"Average product , but does it's job well, value for money. Was well packed , received in good condition"
4,"Great product, perfectly fits around the flash or a small CFL in a lamp and gives the perfect softening effect."
5,"Looks good and quality also good, I am not a professional photographer, but this is very good for my usage, anyone can consider to step down flash light or use as a diffuser."
5,I use this as a easily portable light diffuser and it works just like what I expected.
3,"Too small not of much uses, good for camera or camcoder flash only!!"
4,Good one
5,Work so gr8.... Half performance look like softbox with stand
5,"Ok quality, a bit small in size but works as expected"
4,"Item quality is fine. yes, it works. the quality of white diffuser cloth at the front is really good.The quality of diffusion is good, but nothing close to the bounce flash. Bounce flash from the ceiling is the best diffusion.Instead of ending up with hard light from a direct flash, this can resolve our problem to some extent.For the price and out put, it's worth. I feel that 15x17cm size is small, so it can work only for half portrait or head shots. Not for the full body.if will be great, if this is made slightly little bigger.It will be good, if any of you have an idea to make your own home made DIY diffuser of this kind. Make bigger size when u make.or buy this check out how it is made and try to recreate a similar one of bigger size. That's what running in mind right now."
4,Nice Product. Smaller than i expected but the quality is great. Worth buying it.
4,Its good will serve the purpose I was checking youtube videos and was actually hoping this is little big and yes it is a little big which means its better than the plastic dome diffusers and other bounce diffusers. The best part the portraits are amazing using a little less strong flash but direct angle light. 4 star because I personally feek if locally produced with the same quality the price shud not be more than 100 150 bucks. Ghe prices shud reduce actually.UpdateDid a shoot today indoor and outdoor it just rocks. Direct full force flash diffusers brilliantly no shadow and perfect white background. Buy it without a thought
5,I was little skeptical while ordering this product since i thought in such less proce it won’t be of such good quality. But i was wrong. The product i received was of really good quality. Moreover since i’m a photographer it is a very useful product for me. It really diffuses the harsh and direct flash light. I recently shoot for a beauty peagent audition wherein i was not ready with proper studio lights. So this was a real saviour. I definitely recommend this as a must have product with TTL flash for some urgent situations.
4,"Build Quality is awesome & Diffusion of a Subject's face is ok for the price,Light gets softer compared to RAW flash output. Good for Portraits and some small Shoots, Isn't for Professional usages."
5,Well made product. The black  box is very strong. The front diffuser white cloth is of super quality. Size is alright. The collapsibe cloth box is pocketable.  Best product even for professionals.
4,Well the quality of the product is fine and everything. But please check the dimensions of the soft box before buying it. I thought it was a full sized soft box. It's a mini soft box. Fairly small. Don't buy it if you're expecting a full sized one like me. Other than that it's a good product worth the money.
5,Good product. It is what you see it on the screen on Amazon. Material is good and looks sturdy. The design is also good. At such a price it is a steel absolutely. Good diffuser for your camera flash or you can put a LED focus lamp to create lighting effects.
